tam_entrada, resultado, tempo_usuario, tempo_sistema
1922, 69, 0.3275000, 0.0000000
1923, 69, 0.3265260, 0.0000000
1924, 69, 0.3366850, 0.0000000
1925, 69, 0.3349310, 0.0000000
1926, 69, 0.3334530, 0.0000000
1927, 69, 0.3317150, 0.0000000
1928, 69, 0.3352210, 0.0000000
1929, 69, 0.3358890, 0.0000000
1930, 69, 0.3948950, 0.0000000
1931, 69, 0.3561550, 0.0000000
1932, 69, 0.3334360, 0.0000000
1933, 69, 0.3480360, 0.0000000
1934, 69, 0.3299540, 0.0000000
1935, 69, 0.3326740, 0.0000000
1936, 69, 0.3338950, 0.0000000
1937, 69, 0.3427480, 0.0000000
1938, 69, 0.3402140, 0.0000000
1939, 69, 0.3294670, 0.0000000
1940, 69, 0.3371320, 0.0000000
1941, 69, 0.3451420, 0.0000000
1942, 69, 0.3393750, 0.0000000
1943, 69, 0.3442240, 0.0000000
1944, 69, 0.3439380, 0.0000000
1945, 69, 0.3355020, 0.0000000
1946, 69, 0.3319230, 0.0000000
1947, 69, 0.3406360, 0.0000000
1948, 70, 0.3448850, 0.0000000
1949, 70, 0.3363520, 0.0000000
1950, 70, 0.3461330, 0.0000000
1951, 70, 0.3353680, 0.0000000
1952, 70, 0.3325140, 0.0000000
1953, 70, 0.3603590, 0.0000000
1954, 70, 0.3376260, 0.0000000
1955, 70, 0.3375930, 0.0000000
1956, 70, 0.3586570, 0.0000000
1957, 70, 0.3497160, 0.0000000
1958, 70, 0.3708490, 0.0000000
1959, 70, 0.3506240, 0.0000000
1960, 70, 0.3477230, 0.0000000
1961, 70, 0.3423580, 0.0000000
1962, 70, 0.3597630, 0.0000000
1963, 70, 0.3541820, 0.0000000
1964, 70, 0.3489870, 0.0000000
1965, 70, 0.3591140, 0.0000000
1966, 70, 0.3470530, 0.0000000
1967, 70, 0.3511150, 0.0000000
1968, 70, 0.3534010, 0.0000000
1969, 70, 0.3508960, 0.0000000
1970, 70, 0.3749680, 0.0000000
1971, 70, 0.3579770, 0.0000000
1972, 70, 0.3619390, 0.0000000
1973, 70, 0.3562010, 0.0000000
1974, 70, 0.3775030, 0.0000000
1975, 70, 0.3692350, 0.0000000
1976, 70, 0.3580720, 0.0000000
1977, 70, 0.3555830, 0.0000000
1978, 70, 0.3435820, 0.0000000
1979, 70, 0.3467680, 0.0000000
1980, 70, 0.3655230, 0.0000000
1981, 70, 0.3512870, 0.0000000
1982, 70, 0.3520580, 0.0000000
1983, 70, 0.3543820, 0.0000000
1984, 70, 0.3651870, 0.0000000
1985, 70, 0.3732390, 0.0000000
1986, 71, 0.3680930, 0.0000000
1987, 71, 0.3679100, 0.0000000
1988, 71, 0.3628560, 0.0000000
1989, 71, 0.3657350, 0.0000000
1990, 71, 0.3686930, 0.0000000
1991, 71, 0.3730930, 0.0000000
1992, 71, 0.3664780, 0.0000000
1993, 71, 0.3767720, 0.0000000
1994, 71, 0.3750750, 0.0000000
1995, 71, 0.3741860, 0.0000000
1996, 71, 0.3618160, 0.0000000
1997, 71, 0.3585270, 0.0000000
1998, 71, 0.3663380, 0.0000000
1999, 71, 0.3645040, 0.0000000
2000, 71, 0.3613040, 0.0000000
2001, 71, 0.3708030, 0.0000000
2002, 72, 0.3717330, 0.0000000
2003, 72, 0.3833340, 0.0000000
2004, 72, 0.3816020, 0.0000000
2005, 72, 0.3720870, 0.0000000
2006, 72, 0.3756740, 0.0000000
2007, 72, 0.3729460, 0.0000000
2008, 72, 0.3866630, 0.0000000
2009, 72, 0.3785450, 0.0000000
2010, 72, 0.3682570, 0.0000000
2011, 72, 0.3880720, 0.0000000
2012, 72, 0.3717920, 0.0000000
2013, 72, 0.3682850, 0.0000000
2014, 72, 0.3760570, 0.0000000
2015, 72, 0.3764990, 0.0000000
2016, 72, 0.3779990, 0.0000000
2017, 72, 0.3798350, 0.0000000
2018, 72, 0.3646440, 0.0000000
2019, 72, 0.3886160, 0.0000000
2020, 72, 0.3743650, 0.0000000
2021, 72, 0.3732350, 0.0000000
2022, 72, 0.3773390, 0.0000000
2023, 72, 0.3763840, 0.0000000
2024, 72, 0.4135510, 0.0000000
2025, 72, 0.3725770, 0.0000000
2026, 72, 0.3891980, 0.0000000
2027, 72, 0.3795040, 0.0000000
2028, 72, 0.3897880, 0.0000000
2029, 72, 0.3719670, 0.0000000
2030, 72, 0.4177960, 0.0000000
2031, 72, 0.4065480, 0.0000000
2032, 72, 0.3819640, 0.0000000
2033, 72, 0.3816340, 0.0000000
2034, 72, 0.3905540, 0.0000000
2035, 72, 0.3873210, 0.0000000
2036, 72, 0.3939950, 0.0000000
2037, 72, 0.3840640, 0.0000000
2038, 72, 0.4932310, 0.0000000
2039, 72, 0.4574150, 0.0000000
2040, 72, 0.4597120, 0.0000000
2041, 72, 0.4184640, 0.0000000
2042, 72, 0.4890800, 0.0000000
2043, 72, 0.4311720, 0.0000000
2044, 72, 0.4404400, 0.0000000
2045, 72, 0.4168120, 0.0000000
2046, 72, 0.4087130, 0.0000000
2047, 72, 0.4455150, 0.0000000
2048, 72, 0.3854380, 0.0000000
2049, 72, 0.4083410, 0.0000000
2050, 72, 0.3851930, 0.0000000
2051, 72, 0.3862110, 0.0000000
2052, 72, 0.4547260, 0.0000000
2053, 72, 0.4210700, 0.0000000
2054, 72, 0.4537360, 0.0000000
2055, 72, 0.3861060, 0.0000000
2056, 72, 0.3901770, 0.0000000
2057, 72, 0.3868480, 0.0000000
2058, 72, 0.3897650, 0.0000000
2059, 72, 0.4187210, 0.0000000
2060, 73, 0.4199650, 0.0000000
2061, 73, 0.4101270, 0.0000000
2062, 73, 0.4616930, 0.0000000
2063, 73, 0.4467680, 0.0000000
2064, 73, 0.4680060, 0.0000000
2065, 73, 0.4436360, 0.0000000
2066, 73, 0.3968400, 0.0000000
2067, 73, 0.4206950, 0.0000000
2068, 73, 0.4216770, 0.0000000
2069, 73, 0.4039400, 0.0000000
2070, 73, 0.4193620, 0.0039940
2071, 73, 0.4071840, 0.0000000
2072, 73, 0.4633390, 0.0000000
2073, 73, 0.4588090, 0.0000000
2074, 73, 0.4723840, 0.0000000
2075, 73, 0.4380900, 0.0000000
2076, 73, 0.4745270, 0.0000000
2077, 73, 0.4683390, 0.0000000
2078, 73, 0.4494340, 0.0000000
2079, 73, 0.4570210, 0.0000000
2080, 73, 0.4533890, 0.0000000
2081, 73, 0.4250640, 0.0000000
2082, 73, 0.4049500, 0.0000000
2083, 73, 0.4115310, 0.0000000
2084, 73, 0.4079480, 0.0000000
2085, 73, 0.4156830, 0.0000000
2086, 73, 0.4012320, 0.0039970
2087, 73, 0.4082040, 0.0000000
2088, 73, 0.4397230, 0.0000000
2089, 73, 0.3964020, 0.0000000
2090, 73, 0.4032980, 0.0000000
2091, 73, 0.4171510, 0.0000000
2092, 73, 0.4094150, 0.0000000
2093, 73, 0.4230950, 0.0000000
2094, 73, 0.4126620, 0.0000000
2095, 73, 0.4000750, 0.0000000
2096, 73, 0.3943270, 0.0000000
2097, 73, 0.4026800, 0.0000000
2098, 73, 0.4605860, 0.0000000
2099, 73, 0.4178810, 0.0000000
2100, 73, 0.3998540, 0.0000000
2101, 73, 0.4410640, 0.0000000
2102, 73, 0.3940220, 0.0000000
2103, 73, 0.4175330, 0.0000000
2104, 73, 0.4031670, 0.0000010
2105, 73, 0.3996640, 0.0000000
2106, 73, 0.4134770, 0.0000000
2107, 73, 0.3917030, 0.0000000
2108, 73, 0.4038510, 0.0000000
2109, 73, 0.3975820, 0.0000000
2110, 73, 0.3945020, 0.0000000
2111, 73, 0.4112580, 0.0000000
2112, 73, 0.3897770, 0.0000000
2113, 73, 0.4091930, 0.0000000
2114, 73, 0.3953680, 0.0000000
2115, 73, 0.4037380, 0.0000000
2116, 73, 0.3982270, 0.0000000
2117, 73, 0.3883690, 0.0000000
2118, 74, 0.3925960, 0.0000000
2119, 74, 0.3973620, 0.0000000
2120, 74, 0.4103250, 0.0000000
2121, 74, 0.4015930, 0.0000000
2122, 74, 0.3970210, 0.0000000
2123, 74, 0.3939000, 0.0000000
2124, 74, 0.4138920, 0.0000000
2125, 74, 0.4157120, 0.0000000
2126, 74, 0.4170330, 0.0000000
2127, 74, 0.4129280, 0.0000000
2128, 74, 0.4078120, 0.0000000
2129, 74, 0.4133190, 0.0000000
2130, 74, 0.4100890, 0.0000000
2131, 74, 0.4047960, 0.0000000
2132, 74, 0.4069150, 0.0000000
2133, 74, 0.3996420, 0.0000000
2134, 74, 0.4071300, 0.0000000
2135, 74, 0.4180240, 0.0000000
2136, 74, 0.4156830, 0.0000000
2137, 74, 0.4049090, 0.0000000
2138, 74, 0.4126020, 0.0000000
2139, 74, 0.3955940, 0.0000000
2140, 74, 0.4212470, 0.0000000
2141, 74, 0.4057130, 0.0000000
2142, 74, 0.4386810, 0.0000000
2143, 74, 0.4219050, 0.0000000
2144, 75, 0.4133010, 0.0000000
2145, 75, 0.4074400, 0.0000000
2146, 75, 0.3994880, 0.0000000
2147, 75, 0.4101900, 0.0000000
2148, 75, 0.5103260, 0.0000000
2149, 75, 0.4107040, 0.0000000
2150, 75, 0.4057900, 0.0000000
2151, 75, 0.4054390, 0.0000000
2152, 75, 0.4147370, 0.0000000
2153, 75, 0.4216280, 0.0000000
2154, 75, 0.4063320, 0.0000000
2155, 75, 0.4111540, 0.0000000
2156, 75, 0.4099160, 0.0000000
2157, 75, 0.4367930, 0.0000000
2158, 75, 0.4128920, 0.0000000
2159, 75, 0.5051560, 0.0000000
2160, 75, 0.4329430, 0.0000000
2161, 75, 0.4131950, 0.0000000
2162, 75, 0.4164120, 0.0000000
2163, 75, 0.4450070, 0.0000000
2164, 75, 0.4360280, 0.0000000
2165, 75, 0.4085980, 0.0000000
2166, 75, 0.4284340, 0.0000000
2167, 75, 0.4787090, 0.0000000
2168, 75, 0.4386490, 0.0000000
2169, 75, 0.4024750, 0.0000000
2170, 75, 0.4041550, 0.0000000
2171, 75, 0.4373940, 0.0000000
2172, 75, 0.4314130, 0.0000000
2173, 75, 0.4284850, 0.0000000
2174, 75, 0.4051480, 0.0000000
2175, 75, 0.5615550, 0.0000000
2176, 75, 0.3978660, 0.0000000
2177, 75, 0.4026230, 0.0000000
2178, 75, 0.4136220, 0.0000000
2179, 75, 0.4077640, 0.0000000
2180, 75, 0.4294910, 0.0000000
2181, 75, 0.4000930, 0.0000000
2182, 75, 0.4509180, 0.0000000
2183, 75, 0.4688190, 0.0000000
2184, 75, 0.4512910, 0.0000000
2185, 75, 0.5051660, 0.0000000
2186, 75, 0.4473970, 0.0000000
2187, 75, 0.4445160, 0.0000000
2188, 75, 0.4211270, 0.0000000
2189, 75, 0.4220050, 0.0000000
2190, 75, 0.4352660, 0.0000000
2191, 75, 0.4270800, 0.0000000
2192, 75, 0.4386500, 0.0000000
2193, 75, 0.4520680, 0.0000000
2194, 75, 0.4147700, 0.0000000
2195, 75, 0.4517010, 0.0000000
2196, 75, 0.4773160, 0.0000000
2197, 75, 0.4070500, 0.0000000
2198, 75, 0.4410420, 0.0000000
2199, 75, 0.4265180, 0.0000000
2200, 75, 0.4614430, 0.0000000
2201, 75, 0.4391910, 0.0000000
2202, 75, 0.4565090, 0.0000000
2203, 75, 0.4363710, 0.0000000
2204, 75, 0.4176470, 0.0000000
2205, 75, 0.4466610, 0.0000000
2206, 75, 0.4287820, 0.0000000
2207, 75, 0.4484710, 0.0000000
2208, 75, 0.4365500, 0.0000000
2209, 75, 0.4532370, 0.0000000
2210, 75, 0.4372910, 0.0000000
2211, 75, 0.4379340, 0.0000000
2212, 75, 0.4926930, 0.0000000
2213, 75, 0.4704670, 0.0000000
2214, 75, 0.4586200, 0.0000000
2215, 75, 0.4560520, 0.0000000
2216, 75, 0.4574330, 0.0000000
2217, 75, 0.4820250, 0.0000000
2218, 75, 0.4628520, 0.0000000
2219, 75, 0.4427360, 0.0000000
2220, 75, 0.4548480, 0.0000000
2221, 75, 0.4509900, 0.0000000
2222, 75, 0.4577870, 0.0000000
2223, 75, 0.4631590, 0.0000000
2224, 75, 0.4418090, 0.0000000
2225, 75, 0.4577500, 0.0000000
2226, 75, 0.4777820, 0.0000000
2227, 75, 0.4695120, 0.0000000
2228, 75, 0.4472490, 0.0000000
2229, 75, 0.4575750, 0.0000000
2230, 75, 0.4455030, 0.0000000
2231, 75, 0.5114900, 0.0000000
2232, 75, 0.6355120, 0.0000000
2233, 75, 0.5373410, 0.0000000
2234, 75, 0.4804190, 0.0000000
2235, 75, 0.4689280, 0.0000000
2236, 75, 0.4849210, 0.0000000
2237, 75, 0.4385620, 0.0000000
2238, 75, 0.4517310, 0.0000000
2239, 75, 0.4665310, 0.0000000
2240, 75, 0.4456380, 0.0000000
2241, 75, 0.4693250, 0.0000000
2242, 75, 0.4751160, 0.0000000
2243, 75, 0.4514000, 0.0000000
2244, 75, 0.4628700, 0.0000000
2245, 75, 0.4902240, 0.0000000
2246, 76, 0.5412970, 0.0000000
2247, 76, 0.5003050, 0.0000000
2248, 76, 0.4356220, 0.0000000
2249, 76, 0.4401940, 0.0000000
2250, 76, 0.4633050, 0.0000000
2251, 76, 0.4332180, 0.0000000
2252, 76, 0.4489070, 0.0000000
2253, 76, 0.4442260, 0.0000000
2254, 76, 0.4522430, 0.0000000
2255, 76, 0.4558700, 0.0000000
2256, 76, 0.4552180, 0.0000000
2257, 76, 0.4493900, 0.0000000
2258, 76, 0.4606430, 0.0000000
2259, 76, 0.4556370, 0.0000000
2260, 76, 0.4616610, 0.0000000
2261, 76, 0.4866590, 0.0000000
2262, 76, 0.4641920, 0.0000000
2263, 76, 0.4771770, 0.0000000
2264, 76, 0.4699540, 0.0000000
2265, 76, 0.4651400, 0.0000010
2266, 76, 0.4646250, 0.0000000
2267, 76, 0.4735390, 0.0000000
2268, 76, 0.4611130, 0.0000000
2269, 76, 0.4718520, 0.0000000
2270, 76, 0.4612400, 0.0000000
2271, 76, 0.4589230, 0.0000010
2272, 76, 0.4713970, 0.0000000
2273, 76, 0.4856000, 0.0000000
2274, 76, 0.4691960, 0.0000000
2275, 76, 0.4603170, 0.0000000
2276, 76, 0.4777150, 0.0000000
2277, 76, 0.4476810, 0.0000000
2278, 76, 0.4942810, 0.0000000
2279, 76, 0.4687140, 0.0000000
2280, 76, 0.5109600, 0.0039990
2281, 76, 0.4541720, 0.0000010
2282, 76, 0.4565920, 0.0000000
2283, 76, 0.4553920, 0.0000000
2284, 76, 0.4711310, 0.0000000
2285, 76, 0.5031180, 0.0000000
2286, 76, 0.4783870, 0.0000000
2287, 76, 0.5544390, 0.0000010
2288, 76, 0.5001230, 0.0000000
2289, 76, 0.4652220, 0.0000000
2290, 76, 0.4666410, 0.0000000
2291, 76, 0.4809140, 0.0000000
2292, 76, 0.5551260, 0.0000000
2293, 76, 0.5043200, 0.0000000
2294, 76, 0.5185100, 0.0000000
2295, 76, 0.5355430, 0.0000000
2296, 76, 0.5142260, 0.0039980
2297, 76, 0.5449070, 0.0000000
2298, 76, 0.5321630, 0.0000000
2299, 76, 0.5146030, 0.0000000
2300, 76, 0.5508460, 0.0000000
2301, 76, 0.5283720, 0.0000000
2302, 76, 0.5278680, 0.0039990
2303, 76, 0.5240150, 0.0000000
2304, 76, 0.5626930, 0.0000000
2305, 76, 0.5426790, 0.0000000
2306, 76, 0.5128410, 0.0000000
2307, 76, 0.5566410, 0.0000000
2308, 76, 0.5171080, 0.0000000
2309, 76, 0.5487550, 0.0000000
2310, 76, 0.5721100, 0.0000000
2311, 76, 0.5097170, 0.0000000
2312, 76, 0.5453360, 0.0000000
2313, 76, 0.5348470, 0.0000000
2314, 76, 0.5304230, 0.0000000
2315, 76, 0.5001910, 0.0000000
2316, 76, 0.5018430, 0.0000000
2317, 76, 0.4912060, 0.0000000
2318, 76, 0.4904560, 0.0000000
2319, 76, 0.4926020, 0.0000000
2320, 76, 0.4752550, 0.0000000
2321, 76, 0.5330450, 0.0000000
2322, 76, 0.5108110, 0.0000000
2323, 76, 0.4780150, 0.0000000
2324, 76, 0.4769010, 0.0000000
2325, 76, 0.4751240, 0.0000000
2326, 76, 0.4758430, 0.0000000
2327, 76, 0.4864300, 0.0000000
2328, 76, 0.4583060, 0.0000000
2329, 76, 0.4799620, 0.0000000
2330, 76, 0.4778940, 0.0000000
2331, 76, 0.5048370, 0.0000000
2332, 76, 0.4834180, 0.0000000
2333, 76, 0.4936360, 0.0000000
2334, 76, 0.4953210, 0.0000000
2335, 76, 0.4898370, 0.0039980
2336, 76, 0.4802070, 0.0000000
2337, 76, 0.4867240, 0.0000000
2338, 76, 0.4731520, 0.0000000
2339, 76, 0.4712590, 0.0000000
2340, 76, 0.4702390, 0.0000000
2341, 76, 0.4960510, 0.0000000
2342, 76, 0.5032230, 0.0000000
2343, 76, 0.4996750, 0.0000000
2344, 76, 0.4812770, 0.0000000
2345, 76, 0.4865630, 0.0000000
2346, 76, 0.4922440, 0.0000000
2347, 76, 0.4920160, 0.0000000
2348, 76, 0.4745610, 0.0000000
2349, 76, 0.4785270, 0.0000000
2350, 76, 0.4824130, 0.0000000
2351, 76, 0.5000920, 0.0000000
2352, 76, 0.4953690, 0.0000000
2353, 76, 0.5046400, 0.0000000
2354, 76, 0.5021950, 0.0000000
2355, 76, 0.4995150, 0.0000000
2356, 76, 0.5015940, 0.0000000
2357, 76, 0.5099650, 0.0000000
2358, 76, 0.4943010, 0.0000000
2359, 76, 0.4862410, 0.0000000
2360, 76, 0.4937510, 0.0000000
2361, 76, 0.4996770, 0.0000000
2362, 77, 0.5150840, 0.0000000
2363, 77, 0.5136940, 0.0000000
2364, 77, 0.4997820, 0.0000000
2365, 77, 0.5156990, 0.0000000
2366, 77, 0.5430590, 0.0000000
2367, 77, 0.5200000, 0.0000000
2368, 77, 0.5135030, 0.0000000
2369, 77, 0.5022730, 0.0000000
2370, 77, 0.5011010, 0.0000000
2371, 77, 0.4863190, 0.0000000
2372, 77, 0.4950050, 0.0000000
2373, 77, 0.4850870, 0.0000000
2374, 77, 0.4860660, 0.0000000
2375, 77, 0.5061890, 0.0000010
2376, 78, 0.5115610, 0.0079980
2377, 78, 0.5219150, 0.0000000
2378, 78, 0.4883720, 0.0000000
2379, 78, 0.5520240, 0.0039990
2380, 78, 0.5466350, 0.0000000
2381, 78, 0.5099700, 0.0000000
2382, 78, 0.5455870, 0.0000000
2383, 78, 0.5896390, 0.0000000
2384, 78, 0.5004540, 0.0000000
2385, 78, 0.4943150, 0.0000000
2386, 78, 0.4917020, 0.0000000
2387, 78, 0.5268240, 0.0000000
2388, 78, 0.4969880, 0.0039960
2389, 78, 0.4949400, 0.0000010
2390, 78, 0.5123680, 0.0000000
2391, 78, 0.5089880, 0.0000010
2392, 78, 0.6248550, 0.0000000
2393, 78, 0.6253580, 0.0000000
2394, 78, 0.5128240, 0.0000000
2395, 78, 0.5367840, 0.0039980
2396, 78, 0.5250430, 0.0000000
2397, 78, 0.5113630, 0.0000000
2398, 78, 0.5426430, 0.0000000
2399, 79, 0.5220790, 0.0000000
2400, 79, 0.5172110, 0.0000000
2401, 79, 0.5159940, 0.0000000
2402, 79, 0.5064980, 0.0000000
2403, 79, 0.5115170, 0.0000000
2404, 79, 0.5157870, 0.0000000
2405, 79, 0.5215290, 0.0000000
2406, 79, 0.5315560, 0.0000000
2407, 79, 0.5175780, 0.0000000
2408, 79, 0.5208760, 0.0000000
2409, 79, 0.5097920, 0.0000000
2410, 79, 0.5343180, 0.0000000
2411, 79, 0.5139930, 0.0000000
2412, 79, 0.5111350, 0.0000000
2413, 79, 0.4999330, 0.0000000
2414, 79, 0.5220820, 0.0000000
2415, 79, 0.5038270, 0.0000000
2416, 79, 0.5169910, 0.0000000
2417, 79, 0.5230690, 0.0000000
2418, 79, 0.5182800, 0.0000000
2419, 79, 0.5083350, 0.0000000
2420, 79, 0.5458060, 0.0000000
2421, 79, 0.5167140, 0.0000000
2422, 79, 0.5423460, 0.0000000
2423, 79, 0.5172360, 0.0000000
2424, 79, 0.5125480, 0.0000000
2425, 79, 0.5119700, 0.0000000
2426, 79, 0.5124040, 0.0000000
2427, 79, 0.5187730, 0.0000000
2428, 79, 0.5218640, 0.0000000
2429, 79, 0.5110560, 0.0000000
2430, 79, 0.5101020, 0.0000000
2431, 79, 0.5177550, 0.0000000
2432, 79, 0.5211920, 0.0039970
2433, 79, 0.5395210, 0.0000000
2434, 79, 0.5153320, 0.0000000
2435, 79, 0.5180140, 0.0000010
2436, 79, 0.5029610, 0.0000000
2437, 79, 0.5250110, 0.0000000
2438, 79, 0.5257900, 0.0000000
2439, 79, 0.5346870, 0.0000000
2440, 79, 0.5417190, 0.0000000
2441, 79, 0.5382760, 0.0000000
2442, 79, 0.5455940, 0.0000000
2443, 79, 0.5376170, 0.0000000
2444, 79, 0.5213170, 0.0000000
2445, 79, 0.5194020, 0.0000000
2446, 79, 0.5349000, 0.0000000
2447, 79, 0.5585860, 0.0000000
2448, 79, 0.5356510, 0.0000000
2449, 79, 0.5544670, 0.0000000
2450, 79, 0.5472500, 0.0000000
2451, 79, 0.5377340, 0.0000000
2452, 79, 0.5402760, 0.0000000
2453, 79, 0.5535580, 0.0000000
2454, 79, 0.5547580, 0.0000000
2455, 79, 0.5488770, 0.0000000
2456, 79, 0.5657840, 0.0000000
2457, 79, 0.5285600, 0.0000000
2458, 79, 0.5777120, 0.0000000
2459, 79, 0.5368970, 0.0000000
2460, 79, 0.5545540, 0.0000000
2461, 79, 0.5471840, 0.0000000
2462, 79, 0.5463960, 0.0000000
2463, 79, 0.5498190, 0.0000000
2464, 79, 0.5593500, 0.0000000
2465, 79, 0.5378920, 0.0000000
2466, 79, 0.5335300, 0.0000000
2467, 79, 0.5553990, 0.0000000
2468, 79, 0.5369200, 0.0000000
2469, 79, 0.5386710, 0.0000000
2470, 79, 0.5572480, 0.0000000
2471, 79, 0.5572750, 0.0000000
2472, 79, 0.5474860, 0.0039990
2473, 79, 0.5435960, 0.0000000
2474, 79, 0.5639980, 0.0000000
2475, 79, 0.5395780, 0.0000000
2476, 79, 0.5315180, 0.0000000
2477, 79, 0.5322410, 0.0000000
2478, 79, 0.5452380, 0.0000010
2479, 79, 0.5614180, 0.0000000
2480, 79, 0.5369850, 0.0000000
2481, 79, 0.5630630, 0.0000000
2482, 79, 0.5379460, 0.0000000
2483, 79, 0.5625270, 0.0000000
2484, 79, 0.5404910, 0.0000000
2485, 79, 0.5455350, 0.0000000
2486, 79, 0.5409290, 0.0000000
2487, 79, 0.5318490, 0.0000000
2488, 79, 0.5705010, 0.0000000
2489, 79, 0.5353610, 0.0039990
2490, 79, 0.5523680, 0.0000000
2491, 79, 0.5450000, 0.0000000
2492, 79, 0.5364210, 0.0000000
2493, 79, 0.5595800, 0.0000000
2494, 79, 0.5635040, 0.0000000
2495, 79, 0.5363990, 0.0000000
2496, 79, 0.5390950, 0.0000000
2497, 79, 0.5485220, 0.0000000
2498, 79, 0.5595720, 0.0000000
2499, 79, 0.5479580, 0.0000000
2500, 79, 0.5532710, 0.0000000
2501, 79, 0.5534910, 0.0000000
2502, 79, 0.5515520, 0.0000000
2503, 79, 0.5391730, 0.0000000
2504, 79, 0.5364080, 0.0000000
2505, 79, 0.5518840, 0.0000000
2506, 79, 0.5644270, 0.0000000
2507, 79, 0.5354890, 0.0000000
2508, 79, 0.5442540, 0.0000000
2509, 79, 0.5399690, 0.0000000
2510, 79, 0.5400100, 0.0000000
2511, 79, 0.5356340, 0.0000000
2512, 79, 0.5533930, 0.0000000
2513, 79, 0.5634730, 0.0000000
2514, 79, 0.5644950, 0.0000000
2515, 79, 0.5533190, 0.0000000
2516, 79, 0.5776630, 0.0000000
2517, 79, 0.5674080, 0.0000000
2518, 79, 0.5670860, 0.0039990
2519, 79, 0.5673070, 0.0000000
2520, 79, 0.5645420, 0.0000000
2521, 79, 0.5764630, 0.0000000
2522, 79, 0.5674890, 0.0000000
2523, 79, 0.5731510, 0.0000000
2524, 79, 0.5584650, 0.0000000
2525, 79, 0.5527710, 0.0000000
2526, 79, 0.5542960, 0.0000000
2527, 79, 0.5515810, 0.0000000
2528, 79, 0.5617110, 0.0000000
2529, 79, 0.6164630, 0.0000000
2530, 79, 0.5629620, 0.0000000
2531, 79, 0.5632080, 0.0000000
2532, 79, 0.5701090, 0.0000000
2533, 79, 0.5713060, 0.0000000
2534, 79, 0.5746980, 0.0000000
2535, 79, 0.5646360, 0.0000000
2536, 79, 0.5833200, 0.0000000
2537, 79, 0.5973080, 0.0000000
2538, 79, 0.5908330, 0.0000000
2539, 79, 0.5877540, 0.0000000
2540, 79, 0.6458660, 0.0000000
2541, 79, 0.5937310, 0.0000000
2542, 79, 0.5939160, 0.0000000
2543, 79, 0.6098800, 0.0000000
2544, 79, 0.5739150, 0.0000000
2545, 79, 0.5816670, 0.0000000
2546, 79, 0.5599570, 0.0000000
2547, 79, 0.5761310, 0.0000000
2548, 79, 0.5586310, 0.0000000
2549, 79, 0.5660260, 0.0000010
2550, 79, 0.5898190, 0.0000000
2551, 79, 0.5873250, 0.0000000
2552, 79, 0.5791290, 0.0000000
2553, 79, 0.5576140, 0.0000000
2554, 79, 0.5838670, 0.0000000
2555, 79, 0.5782390, 0.0000010
2556, 79, 0.5837150, 0.0000000
2557, 79, 0.5751390, 0.0000000
2558, 79, 0.5837180, 0.0000000
2559, 79, 0.5808230, 0.0000000
2560, 79, 0.5646220, 0.0000000
2561, 79, 0.5623250, 0.0000000
2562, 79, 0.5630180, 0.0000000
2563, 79, 0.5642170, 0.0000000
2564, 79, 0.5834800, 0.0000000
2565, 79, 0.5627780, 0.0000000
2566, 80, 0.5774430, 0.0000000
2567, 80, 0.5590650, 0.0000000
2568, 80, 0.5937080, 0.0000000
2569, 80, 0.6008400, 0.0000000
2570, 80, 0.6026700, 0.0000000
2571, 80, 0.6592220, 0.0000000
2572, 80, 0.6420530, 0.0000000
2573, 80, 0.6159350, 0.0000000
2574, 80, 0.5902230, 0.0000000
2575, 80, 0.5872500, 0.0000000
2576, 80, 0.5941090, 0.0000000
2577, 80, 0.6282270, 0.0000000
2578, 80, 0.6208750, 0.0000000
2579, 80, 0.5933720, 0.0000010
2580, 80, 0.5768430, 0.0000000
2581, 80, 0.5803020, 0.0000000
2582, 80, 0.5757190, 0.0000000
2583, 80, 0.5740590, 0.0000000
2584, 80, 0.5804570, 0.0000000
2585, 80, 0.6248950, 0.0000000
2586, 80, 0.5938720, 0.0000000
2587, 80, 0.5874540, 0.0000000
2588, 80, 0.6146610, 0.0000000
2589, 80, 0.6566080, 0.0000000
2590, 80, 0.7039210, 0.0000000
2591, 80, 0.6280130, 0.0000000
2592, 80, 0.7260540, 0.0000000
2593, 80, 0.7062610, 0.0000000
2594, 80, 0.6836970, 0.0000000
2595, 80, 0.6317660, 0.0000000
2596, 80, 0.6099980, 0.0000000
2597, 80, 0.6869120, 0.0000000
2598, 80, 0.5869700, 0.0000000
2599, 80, 0.5895060, 0.0000000
2600, 80, 0.6034030, 0.0000000
2601, 80, 0.5943660, 0.0000000
2602, 80, 0.5901350, 0.0000000
2603, 80, 0.6065610, 0.0000000
2604, 80, 0.5941760, 0.0000000
2605, 80, 0.5762390, 0.0000000
2606, 80, 0.5781640, 0.0000000
2607, 80, 0.6184210, 0.0000000
2608, 80, 0.5902480, 0.0000000
2609, 80, 0.5991510, 0.0000000
2610, 80, 0.6048480, 0.0000000
2611, 80, 0.6215140, 0.0000000
2612, 80, 0.6234340, 0.0000000
2613, 80, 0.6370580, 0.0000000
2614, 80, 0.6238240, 0.0000000
2615, 80, 0.6435860, 0.0000000
2616, 80, 0.6745810, 0.0000000
2617, 80, 0.6810910, 0.0000000
2618, 80, 0.6728210, 0.0000000
2619, 80, 0.6585760, 0.0000000
